treatment,run_id,problem,uses_cohorts,solution_found,solution_length,update_found,evaluation_found,update_first_solution_found,evaluation_first_solution_found,program
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_128__CS_4,5393,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_128__CS_4,5394,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_128__CS_4,5395,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_128__CS_4,5396,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_128__CS_4,5397,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_128__CS_4,5398,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_128__CS_4,5399,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_128__CS_4,5400,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5201,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5202,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5203,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5204,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5205,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5206,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5207,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5208,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5209,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5210,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5211,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5212,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5213,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5214,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5215,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5216,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5217,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5218,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5219,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5220,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5221,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5222,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5223,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5224,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5225,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5226,for-loop-index,1,True,60,100,1.6384e+06,99,1.62202e+06,"[Input(0110101101101010,0100010110001010,0010000101100100),LoadStart(1011001011001101,1111010111100111,0000001111010011),Foreach(1110010111110001,0011100111100100,0000101000101001),Routine(0011001010110001,1100011010010110,0100100010010101),Div(0011100100110100,1000011001110011,1001110111000001),Sub(0010000100010100,0011100010010001,1110111001111000),Mod(1101001011111111,1011000000101001,1100011010101110),If(1101000010001011,0110101000110101,1010100010101100),SubmitNum(1100100010101011,1101110010111011,1011010111011101),Input(0010000011010010,1001100010100101,1110100010111100),TestMemEqu(0000000010011000,1101111011111100,0100110011101001),Return(1101111001011011,0110100100110110,0000100000010000),Mod(0010110011101101,1001110100000110,1100011111011100),Not(1010011101011100,1000110110011100,0110010010000001),Inc(1011011001010101,0100111110111111,1011100111001110),Return(1010110011100011,0100001010000110,1100101000111010),Not(0001100110001101,0111100111000011,0011001110010000),TestNumGreater(1001101111111010,0000010100110010,1101101010100101),TestMemNEqu(1101010100001111,0110001010001100,1011011010001101),LoadStep(1111011010001100,1101101011100010,1010001100111010),Add(0100011101111111,0100001111101110,0001001100100000),Countdown(1101111100111010,0011010000010100,1010101111100010),TestNumLess(0011101111001111,1110001010111100,0110111011101111),TestMemEqu(1010000111000101,0101011010110100,1100111000000001),TestNumGreaterTEqu(0010010011110100,1111010000001110,1100010011001011),Break(0110000101110000,1111000100111001,0111101100000110),Mult(0001010001110010,1000100100111001,1001110111010010),IfNot(0110100101100111,1001000001101110,1101100011011010),Inc(1110010001101010,1111011000100110,1000110101100100),Foreach(0101010000000101,1001100100111010,1110100111011000),SubmitNum(0110000111110001,0010100111100110,0000101000101001),Floor(1011010010111001,1110011110110100,0100110010010001),CopyMem(0000010011110000,0110000000111000,1000110111000100),Div(1011100100010100,0000010001111111,1001010111000001),Mod(1001001111111101,1011010000101001,1000011010100110),Add(1101000000110111,0010101000110101,1011100010111100),TestMemNEqu(0010010001000100,0011010010101001,0011101101111000),Foreach(1101000010011111,1111110101111000,1101101111100100),ModuleDef(0111010111011000,1101010011011000,0110000010110000),SubmitNum(1010111101111100,1011100101011001,1010111000101110),TestNumGreater(1111011011100100,1000010011110011,0110001011000100),Mult(1100010001011100,0001100111100000,0111001101101101),Add(1110011100010011,1101011100011011,1011101110101110),Floor(0110000111010111,0110111110101011,1011010110100110),Countdown(1111001001101100,1111101001001001,1111110000111010),CopyMem(1110111100010011,0100011101000101,0001000101001100),CommitGlobal(0101001100011001,1011001000001101,1111110111001011),Close(0101010111000100,1011101111111010,1101110000100111),Add(1010110110111011,0101001000110001,1001111101101010),TestNumGreater(1101010111000110,1011000111111010,0100001010100010),If(1010001011000010,1110110000010001,0000110100001001),LoadEnd(1001100101011101,0001100111100010,0110000001101101),Sub(1001100000001100,1111101011010000,1101011101110000),Routine(0111011100000011,1101001000111011,1011101100001110),TestNumGreaterTEqu(1010001100010011,0100011101000101,0001101101001010),CommitGlobal(1011000011011010,1001111000110000,1111101000010011),TestMemEqu(0111010101011111,1110101010011100,0111011000110110),CopyMem(0001001000011101,1011001000001101,0001010111001011),Floor(0101010111000100,0011101111111010,1101100000101110),Dec(1111111101010000,1011011110000111,0000001101011001)]"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5227,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5228,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5229,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5230,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5231,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5232,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5233,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5234,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5235,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5236,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5237,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5238,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5239,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5240,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5241,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5242,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5243,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5244,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5245,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5246,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5247,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5248,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5249,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_16__CS_32,5250,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5001,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5002,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5003,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5004,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5005,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5006,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5007,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5008,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5009,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5010,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5011,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5012,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5013,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5014,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5015,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5016,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5017,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5018,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5019,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5020,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5021,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5022,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5023,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5024,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5025,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5026,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5027,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5028,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5029,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5030,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5031,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5032,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5033,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5034,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5035,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5036,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5037,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5038,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5039,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5040,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5041,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5042,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5043,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5044,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5045,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5046,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5047,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5048,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5049,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_1__CS_512,5050,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_256__CS_2,5401,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_256__CS_2,5402,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_256__CS_2,5403,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_256__CS_2,5404,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_256__CS_2,5405,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_256__CS_2,5406,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_256__CS_2,5407,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_256__CS_2,5408,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__SEL_COHORT_LEX__CN_256__CS_2,5409,for-loop-index,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
